sequence,action,long_probability_ppm,short_probability_ppm,hold_probability_ppm
30901,hold,285994,298182,415824
30961,hold,288996,297072,413933
31021,hold,291194,292929,415878
31081,hold,293491,296708,409801
31141,hold,281037,296938,422024
31201,hold,285119,291555,423326
31261,hold,301900,297180,400920
31321,hold,280273,281005,438722
31381,hold,289446,297640,412915
31441,hold,293657,297793,408549
31501,hold,292811,304346,402844
31561,hold,302569,296296,401135
31621,hold,282378,287345,430277
31681,hold,276335,273351,450314
31741,hold,286989,283842,429170
31801,hold,287696,286393,425911
31861,hold,291484,296003,412513
31921,hold,295752,294596,409651
31981,hold,301100,295211,403689
32041,hold,301288,295842,402871
32101,hold,285566,298694,415740
32161,hold,292171,298216,409613
32221,hold,292331,302165,405503
32281,hold,311924,295134,392942
32341,hold,306313,303776,389911
32401,hold,283376,288783,427841
32461,hold,296421,291545,412034
32521,hold,285553,296110,418338
32581,hold,282634,294382,422984
32641,hold,295238,298048,406714
32701,hold,298693,305350,395957
32761,hold,294261,298664,407075
32821,hold,302069,298066,399865
32881,hold,294953,295461,409586
32941,hold,286979,299590,413431
33001,hold,294771,293969,411260
33061,hold,301842,292219,405939
33121,hold,288690,284802,426508
33181,hold,290680,290951,418370
33241,hold,293385,292775,413840
33301,hold,309338,306366,384297
33361,hold,300645,295688,403667
33421,hold,299388,288378,412235
33481,hold,297245,300624,402131
33541,hold,310080,291596,398324
33601,hold,306093,302353,391553
33661,hold,291820,300582,407598
33721,hold,306610,300097,393293
33781,hold,300957,297539,401504
33841,hold,301513,297556,400931
33901,hold,291714,291896,416390
33961,hold,286739,287619,425642
34021,hold,300273,300255,399471
34081,hold,294111,295903,409986
34141,hold,294104,295797,410099
34201,hold,297750,297007,405243
34261,hold,290465,288499,421036
34321,hold,297547,290423,412031
34381,hold,308103,293918,397979
34441,hold,291519,294027,414453
34501,hold,293586,293832,412582
34561,hold,276534,267786,455680
34621,hold,293153,293286,413561
34681,hold,285107,284767,430126
34741,hold,289177,302448,408374
34801,hold,291510,295664,412826
34861,hold,296547,280471,422982
34921,hold,297582,293673,408744
34981,hold,292834,292310,414856
35041,hold,297153,290651,412196
35101,hold,289624,305866,404510
35161,hold,287511,294793,417696
35221,hold,297711,300220,402069
35281,hold,292173,302585,405242
35341,hold,291841,300392,407768
35401,hold,289939,298947,411114
35461,hold,306159,293504,400337
35521,hold,297471,295269,407260
35581,hold,292363,299551,408086
35641,hold,290034,294621,415344
35701,hold,317891,296713,385395
35761,hold,292126,300254,407620
35821,hold,294651,296480,408869
35881,hold,296507,304173,399321
35941,hold,297375,287321,415305
36001,hold,285946,288042,426012
36061,hold,278584,281875,439541
36121,hold,295808,295209,408982
36181,hold,286818,288236,424946
36241,hold,290924,293072,416004
36301,hold,290559,280932,428509
36361,hold,291960,283439,424601
36421,hold,308070,297869,394061
36481,hold,305980,289329,404692
36541,hold,290889,299933,409177
36601,hold,301179,295789,403032
36661,hold,284673,286010,429317
36721,hold,298683,295534,405783
36781,hold,296188,292742,411070
36841,hold,293403,294884,411713
36901,hold,293281,303790,402929
36961,hold,302524,296409,401066
37021,hold,300036,291203,408762
37081,hold,300829,303384,395787
37141,hold,293725,295128,411147
37201,hold,295051,298339,406610
37261,hold,283962,299717,416321
37321,hold,295046,287184,417770
37381,hold,279484,285747,434769
37441,hold,263777,265232,470991
37501,hold,292104,292369,415526
37561,hold,294709,289958,415333
37621,hold,279394,292098,428509
37681,hold,284174,288008,427818
37741,hold,305356,294599,400045
37801,hold,287840,293982,418178
37861,hold,304153,292629,403218
37921,hold,290917,293047,416036
37981,hold,300408,296351,403241
38041,hold,289231,297138,413631
38101,hold,295917,294084,409999
38161,hold,291632,297930,410438
38221,hold,285411,290706,423884
38281,hold,287539,294182,418279
38341,hold,288104,301349,410547
38401,hold,290858,296088,413054
38461,hold,298508,295312,406180
38521,hold,283784,293746,422470
38581,hold,300955,301165,397880
38641,hold,296404,298911,404685
38701,hold,298600,290450,410950
38761,hold,302423,295744,401833
38821,hold,302977,299432,397591
38881,hold,295310,290659,414031
38941,hold,291840,277197,430963
39001,hold,299014,296883,404103
39061,hold,300048,303824,396128
39121,hold,309060,298475,392465
39181,hold,299747,295327,404927
39241,hold,273780,285401,440819
39301,hold,292337,290034,417629
39361,hold,291412,306945,401643
39421,hold,298274,307326,394401
39481,hold,279683,290823,429494
39541,hold,306346,296039,397615
39601,hold,287092,299681,413227
39661,hold,306030,301526,392443
39721,hold,288968,290686,420346
39781,hold,293202,297034,409764
39841,hold,298233,306611,395157
39901,hold,296759,288985,414257
39961,hold,296256,298370,405374
40021,hold,293520,285136,421344
40081,hold,294877,298566,406558
40141,hold,289561,292720,417719
40201,hold,310903,284266,404832
40261,hold,288683,296865,414452
40321,hold,283285,287804,428911
40381,hold,301579,293663,404758
40441,hold,296054,295866,408080
40501,hold,296971,300742,402288
40561,hold,305903,295161,398936
40621,hold,293575,290716,415710
40681,hold,298423,298557,403020
40741,hold,291082,287871,421048
40801,hold,300107,293259,406634
40861,hold,304066,310442,385492
40921,hold,292764,296963,410273
40981,hold,283415,291528,425057
41041,hold,301996,293222,404782
41101,hold,290703,297231,412066
41161,hold,286670,290755,422575
41221,hold,298418,305344,396238
41281,hold,295942,305994,398064
41341,hold,301955,304208,393837
41401,hold,284349,288200,427452
41461,hold,290091,296273,413637
41521,hold,288264,294884,416852
41581,hold,297390,295698,406912
41641,hold,299453,295610,404937
41701,hold,302463,300811,396726
41761,hold,288945,285503,425551
41821,hold,287010,294021,418969
41881,hold,287541,293966,418493
41941,hold,290294,304110,405596
42001,hold,313429,301266,385304
42061,hold,285848,288394,425758
42121,hold,284755,290186,425059
42181,hold,289334,286544,424122
42241,hold,297510,295306,407183
42301,hold,297120,306405,396476
42361,hold,281672,290639,427689
42421,hold,283097,289739,427164
42481,hold,300640,309748,389613
42541,hold,283114,288664,428222
42601,hold,300413,302501,397086
42661,hold,292093,297402,410505
42721,hold,303217,293523,403260
42781,hold,303316,305115,391569
42841,hold,288109,287250,424641
42901,hold,276448,287914,435638
42961,hold,298038,299372,402590
43021,hold,290341,304437,405222
43081,hold,294046,289935,416019
43141,hold,293311,287109,419580
43201,hold,284973,278194,436833
43261,hold,291545,287272,421184
43321,hold,277947,276456,445597
43381,hold,288106,292675,419219
43441,hold,294123,292004,413873
43501,hold,289891,287904,422205
43561,hold,288768,297690,413542
43621,hold,283731,295178,421091
43681,hold,302703,298510,398788
43741,hold,293174,305245,401581
43801,hold,292574,295978,411447
43861,hold,305381,295882,398738
43921,hold,292119,297535,410346
43981,hold,300860,300352,398788
44041,hold,295212,292917,411872
44101,hold,297541,301165,401294
44161,hold,311646,293317,395037
44221,hold,295144,300277,404579
44281,hold,286580,292433,420987
44341,hold,294956,287587,417458
44401,hold,293570,290991,415439
44461,hold,286880,297560,415560
44521,hold,296263,298065,405672
44581,hold,286328,291128,422544
44641,hold,271663,268686,459652
44701,hold,282104,291285,426611
44761,hold,284945,289285,425770
44821,hold,299841,302796,397363
44881,hold,311697,289902,398401
44941,hold,292921,301794,405284
45001,hold,273086,278051,448862
45061,hold,279564,290429,430007
45121,hold,295917,290245,413839
45181,hold,292012,298339,409649
45241,hold,291301,288379,420320
45301,hold,304034,300445,395521
45361,hold,293728,294998,411274
45421,hold,280291,298806,420903
45481,hold,292979,291964,415057
45541,hold,301737,301543,396720
45601,hold,286557,287586,425857
45661,hold,312473,301885,385642
45721,hold,287780,285293,426927
45781,hold,295971,297519,406510
45841,hold,289666,295454,414880
45901,hold,284678,301037,414284
45961,hold,295718,289999,414283
46021,hold,287734,292390,419876
46081,hold,288254,278424,433321
46141,hold,304470,296051,399479
46201,hold,288471,289947,421581
46261,hold,291845,303494,404661
46321,hold,295905,283316,420779
46381,hold,285362,292239,422398
46441,hold,292618,285400,421981
46501,hold,287145,297853,415002
46561,hold,292986,299543,407471
46621,hold,289171,305308,405522
46681,hold,290012,285901,424087
46741,hold,292045,293464,414491
46801,hold,279959,283086,436956
46861,hold,296309,293059,410632
46921,hold,299132,291787,409080
46981,hold,281800,313965,404235
47041,hold,296774,295475,407751
47101,hold,293374,295961,410664
47161,hold,279322,282718,437960
47221,hold,294827,292916,412257
47281,hold,296863,302300,400837
47341,hold,286607,301188,412206
47401,hold,290920,293270,415810
47461,hold,292165,295940,411894
47521,hold,295035,295386,409580
47581,hold,305301,299977,394722
47641,hold,294856,284670,420473
47701,hold,298388,299112,402499
47761,hold,296463,297022,406515
47821,hold,302961,297863,399176
47881,hold,289576,291578,418846
47941,hold,295983,293500,410516
48001,hold,300485,296421,403094
48061,hold,293752,303756,402492
48121,hold,294111,301831,404058
48181,hold,288561,296125,415314
48241,hold,300336,297423,402240
48301,hold,297431,299778,402791
48361,hold,284252,282671,433077
48421,hold,286233,300909,412857
48481,hold,298047,298950,403003
48541,hold,291374,300538,408088
